source_country,destination_country,corridor_volume_musd,fx_spread_bps,transfer_fee_percent,settlement_time_days,has_tax_treaty,tax_rate_percent,withholding_tax_amount_musd,compliance_regulatory_score,sovereign_geopolitical_score,volatility_index,market_infrastructure_score,tax_treaty_quality,currency_convertibility,capital_controls,payment_system_efficiency,network_depth,corridor_stability_score
Netherlands,Singapore,0.87,26.17,0.39,21.64,1,19.68,0.1712,42.37,81.91,51.56,47.52,72.1,0.385,0.226,0.712,0.269,24.44
United Kingdom,Kenya,8593.65,38.38,5.88,20.71,0,18.16,1560.6068,66.68,53.96,62.93,54.78,54.52,0.539,0.58,0.454,0.906,57.35
Malaysia,Netherlands,10.58,15.42,11.09,22.48,1,16.33,1.7277,46.33,49.71,41.61,23.91,37.64,0.281,0.858,0.151,0.447,26.71
Turkey,Ethiopia,1.84,160.58,0.59,29.52,0,25.54,0.4699,70.1,53.6,37.41,66.1,55.79,0.82,0.053,0.922,0.234,38.74
Russia,Japan,516.53,133.25,3.61,23.92,1,19.17,99.0188,59.25,78.27,23.31,58.01,51.67,0.654,0.391,0.195,0.337,45.64
Ireland,India,5124.05,250.35,0.34,2.93,0,13.79,706.6065,40.34,52.65,50.01,42.1,38.96,0.086,0.605,0.185,0.111,51.04
Germany,Colombia,287652.22,86.53,5.24,27.1,1,21.33,61356.2185,31.85,50.01,50.18,49.12,12.18,0.645,0.108,0.442,0.259,66.04
Russia,Argentina,0.14,151.82,7.9,0.03,0,11.66,0.0163,75.38,66.94,66.84,48.65,56.43,0.003,0.954,0.359,0.682,26.45
France,Indonesia,552.57,288.47,1.15,13.79,1,6.36,35.1435,28.43,56.73,49.69,37.51,64.45,0.193,0.72,0.308,0.534,41.95
United States,United Kingdom,23.71,104.63,8.71,12.17,0,21.68,5.1403,70.32,41.04,62.29,28.18,52.39,0.046,0.701,0.794,0.456,32.35
Canada,Australia,302.0,240.76,2.8,24.13,1,21.5,64.93,47.82,59.06,9.74,27.23,58.77,0.274,0.758,0.582,0.133,35.62
Thailand,China,0.13,148.66,0.27,5.38,0,19.84,0.0258,63.08,34.95,32.82,46.04,62.95,0.596,0.717,0.419,0.558,31.78
Canada,Indonesia,109425.22,296.1,6.19,13.93,0,9.84,10767.4416,83.51,44.25,33.44,52.52,43.04,0.805,0.758,0.785,0.485,65.75
Argentina,Italy,85.8,225.39,10.8,6.9,0,7.45,6.3921,69.49,49.59,56.73,38.82,43.94,0.136,0.72,0.692,0.06,38.53
Colombia,Vietnam,1.58,106.35,10.66,18.11,0,18.82,0.2974,44.9,45.45,50.32,66.99,76.82,0.434,0.222,0.418,0.044,40.45
Portugal,United Kingdom,95.47,121.32,9.75,20.9,0,11.01,10.5112,49.08,47.4,45.36,55.39,42.82,0.858,0.747,0.405,0.79,45.91
India,Germany,49.45,208.77,6.46,8.9,1,13.2,6.5274,54.01,68.67,24.69,57.71,52.49,0.465,0.041,0.774,0.138,40.7
Kenya,Nigeria,18716.06,229.46,3.98,26.94,1,5.66,1059.329,50.74,51.11,72.77,44.37,44.87,0.809,0.941,0.898,0.288,56.01
Saudi Arabia,Australia,7578.35,151.42,10.52,15.62,0,29.24,2215.9095,40.6,49.79,56.85,57.73,24.2,0.412,0.343,0.842,0.445,59.0
Switzerland,China,33486.82,71.9,4.59,8.64,0,12.11,4055.2539,62.07,54.52,35.47,59.82,24.88,0.994,0.575,0.666,0.978,63.19
China,Poland,12.91,276.53,4.97,14.98,0,28.2,3.6406,60.17,69.48,76.2,45.52,36.39,0.8,0.729,0.04,0.678,31.93
Egypt,Argentina,31.75,101.28,7.38,5.85,0,24.18,7.6771,43.86,71.71,39.1,43.3,59.55,0.667,0.398,0.345,0.308,33.08
Nigeria,Argentina,15512.93,127.6,5.42,4.91,1,9.75,1512.5107,57.31,64.21,32.9,56.46,50.33,0.639,0.273,0.199,0.832,57.68
Switzerland,Ethiopia,822.18,141.72,0.52,0.07,1,17.86,146.8413,52.8,46.14,68.06,61.13,46.87,0.599,0.362,0.974,0.818,54.66
United States,Russia,1.38,22.26,3.97,26.35,0,6.32,0.0872,68.58,30.65,62.66,51.72,41.53,0.167,0.323,0.698,0.363,37.07
Japan,India,0.91,88.02,9.39,12.36,0,8.86,0.0806,49.2,64.03,41.76,50.52,48.71,0.076,0.819,0.817,0.89,29.28
Spain,Brazil,9316.74,13.48,9.81,6.67,0,12.69,1182.2943,58.47,41.53,25.88,32.6,62.65,0.593,0.469,0.097,0.124,51.2
South Africa,Brazil,4945.44,13.63,1.92,22.39,1,7.19,355.5771,51.69,36.22,21.78,52.87,65.97,0.902,0.537,0.708,0.366,58.53
Canada,Brazil,69693.95,294.48,5.2,15.43,1,27.99,19507.3366,21.1,51.15,29.92,34.23,47.56,0.312,0.976,0.189,0.07,55.75
Indonesia,Brazil,0.12,203.88,8.13,11.89,0,14.87,0.0178,82.42,41.23,48.2,69.38,38.09,0.425,0.499,0.801,0.943,39.83
Philippines,Ethiopia,380.1,48.48,5.56,3.67,1,15.53,59.0295,18.61,58.81,28.95,43.76,56.78,0.077,0.752,0.49,0.262,42.95
Poland,United States,465654.14,14.32,5.28,27.45,1,20.4,94993.4446,29.66,60.86,44.23,42.69,43.48,0.569,0.491,0.156,0.056,62.69
Thailand,Malaysia,23189.71,88.91,0.92,17.71,0,13.72,3181.6282,59.81,35.58,48.0,27.46,75.71,0.593,0.91,0.326,0.461,52.97
Vietnam,Saudi Arabia,0.14,143.56,0.46,9.5,1,6.25,0.0088,51.55,52.28,56.32,61.3,63.42,0.974,0.075,0.574,0.805,34.44
Canada,Spain,8.2,172.1,6.47,12.81,1,12.77,1.0471,56.17,49.22,32.48,59.24,64.9,0.703,0.863,0.467,0.937,40.28
Mexico,United Arab Emirates,452.78,112.46,1.94,4.51,1,8.85,40.071,82.16,48.77,20.47,44.34,38.06,0.028,0.797,0.906,0.202,45.69
Saudi Arabia,Ireland,1.71,256.49,11.57,14.58,0,27.41,0.4687,30.26,78.28,62.61,52.91,25.0,0.571,0.5,0.525,0.496,28.39
Italy,Spain,67040.8,222.48,9.71,22.32,1,6.83,4578.8866,36.91,50.17,41.04,41.75,33.14,0.278,0.784,0.645,0.905,58.84
United Arab Emirates,Turkey,5.9,118.48,7.74,21.02,0,10.91,0.6437,52.33,78.98,43.26,56.27,58.62,0.439,0.317,0.08,0.779,32.3
Spain,Mexico,137191.94,246.97,9.93,20.95,0,20.05,27506.984,70.13,47.82,35.2,66.45,60.95,0.314,0.082,0.763,0.847,71.26
Italy,Argentina,223.13,221.88,3.28,20.62,1,5.98,13.3432,54.18,80.54,66.9,47.81,70.51,0.974,0.198,0.26,0.089,38.69
Australia,India,10717.26,133.37,11.06,13.61,1,21.47,2300.9957,65.04,52.35,60.96,45.03,42.08,0.418,0.409,0.907,0.37,54.41
India,Kenya,0.86,100.36,8.38,20.61,1,15.09,0.1298,22.31,71.41,72.32,50.09,51.69,0.046,0.254,0.968,0.56,27.55
Portugal,Ethiopia,325303.39,263.98,1.76,9.52,1,7.37,23974.8598,41.31,74.6,53.18,51.95,33.05,0.313,0.893,0.853,0.657,62.61
Japan,United Arab Emirates,4.06,15.58,3.27,21.18,1,25.74,1.045,67.76,45.42,26.62,54.36,35.58,0.835,0.75,0.998,0.004,37.35
Germany,Turkey,23865.69,204.69,10.67,0.78,0,19.76,4715.8603,68.26,62.56,46.33,52.92,36.08,0.656,0.951,0.569,0.211,57.84
Italy,United Arab Emirates,16091.63,166.41,7.31,2.78,1,26.51,4265.8911,64.21,56.92,32.47,60.15,51.4,0.806,0.31,0.513,0.49,60.72
Mexico,France,19743.97,244.24,7.44,13.02,1,17.03,3362.3981,78.92,61.54,40.14,38.71,50.69,0.3,0.984,0.569,0.551,51.81
Portugal,Mexico,77.83,142.07,8.7,24.38,1,6.16,4.7943,48.37,39.03,42.09,53.36,57.52,0.67,0.624,0.185,0.747,46.18
Canada,Mexico,550.34,6.72,1.58,5.15,1,11.65,64.1146,73.84,70.34,51.99,41.22,51.46,0.135,0.191,0.481,0.145,40.7
Poland,South Africa,0.4,232.07,1.95,12.66,0,8.81,0.0352,74.14,64.03,19.48,53.1,41.57,0.713,0.979,0.291,0.487,29.41
Ethiopia,Egypt,10000.74,160.85,5.18,9.48,0,21.21,2121.157,58.86,51.85,44.23,68.35,35.91,0.588,0.685,0.883,0.723,63.64
Indonesia,Kenya,39653.85,254.14,7.54,8.47,0,8.23,3263.5119,37.18,43.88,39.96,31.12,38.4,0.159,0.828,0.618,0.121,54.33
Spain,Malaysia,24300.62,232.18,6.77,26.89,0,28.17,6845.4847,62.1,55.59,32.19,47.49,48.55,0.63,0.871,0.506,0.733,57.12
Spain,Singapore,0.73,64.56,11.64,23.08,0,25.23,0.1842,37.95,50.81,45.66,53.69,13.52,0.802,0.413,0.362,0.03,32.9
Belgium,Germany,0.39,97.87,11.79,4.93,0,5.93,0.0231,59.44,92.65,62.47,53.68,47.93,0.874,0.722,0.61,0.147,23.9
Poland,Argentina,7626.0,266.86,9.42,12.14,0,7.11,542.2086,59.39,56.43,39.23,37.45,81.79,0.023,0.89,0.423,0.505,49.58
Russia,Portugal,30.29,19.08,7.88,3.74,1,3.67,1.1116,49.63,76.72,36.1,41.4,60.1,0.815,0.573,0.516,0.193,31.19
Japan,Mexico,62959.81,29.17,0.93,26.66,1,6.22,3916.1002,59.16,78.9,74.24,58.91,45.33,0.417,0.163,0.513,0.529,59.78
United Kingdom,China,405963.44,113.95,11.43,18.05,1,13.46,54642.679,37.9,28.65,65.44,32.58,30.03,0.305,0.283,0.068,0.045,64.69
Argentina,Spain,29474.43,145.19,8.7,18.17,0,16.52,4869.1758,62.96,52.59,57.12,68.11,39.49,0.89,0.736,0.796,0.707,66.52
Ireland,France,2.22,187.52,7.01,1.59,0,17.57,0.3901,46.26,65.67,36.89,40.37,40.77,0.32,0.589,0.024,0.528,26.4
Canada,Poland,1.5,47.49,3.22,2.69,1,11.53,0.1729,46.04,46.9,64.25,48.47,60.72,0.052,0.24,0.949,0.269,32.66
Germany,Kenya,0.16,191.89,10.98,0.56,0,18.87,0.0302,54.9,50.69,73.4,44.0,39.47,0.424,0.911,0.289,0.972,27.89
Kenya,Saudi Arabia,1531.35,252.65,4.69,10.54,0,17.76,271.9678,50.43,35.55,40.49,54.71,63.82,0.957,0.318,0.453,0.246,56.01
Colombia,Spain,0.13,209.09,7.83,0.06,1,5.24,0.0068,52.77,54.59,69.69,66.37,36.95,0.445,0.123,0.839,0.812,35.98
Indonesia,South Africa,129.43,70.35,0.43,8.43,1,23.0,29.7689,59.64,66.25,47.15,51.01,32.28,0.638,0.111,0.739,0.672,41.26
Singapore,Germany,0.78,280.4,10.29,26.43,1,19.86,0.1549,76.54,61.1,58.54,48.28,23.08,0.433,0.995,0.759,0.884,28.76
Vietnam,Poland,138.69,6.52,2.5,2.45,0,10.64,14.7566,86.93,31.61,37.01,61.85,43.32,0.935,0.841,0.822,0.52,52.72
Argentina,Canada,2384.74,175.79,1.21,1.82,0,27.25,649.8416,56.14,44.89,26.92,54.86,47.61,0.402,0.617,0.453,0.464,55.48
Canada,Spain,3601.22,204.35,0.51,15.52,0,5.31,191.2248,74.41,51.48,31.11,51.85,24.17,0.044,0.128,0.584,0.541,54.15
Spain,Netherlands,38.18,7.38,7.12,20.35,0,25.48,9.7283,38.74,45.51,51.75,41.89,54.88,0.692,0.852,0.105,0.876,38.27
India,Egypt,7121.05,142.63,2.72,14.42,1,8.57,610.274,46.99,35.38,61.32,47.61,39.4,0.975,0.199,0.848,0.246,57.65
Russia,Canada,0.14,204.85,4.67,23.62,0,10.26,0.0144,45.95,55.22,51.6,55.91,56.35,0.131,0.19,0.636,0.921,31.7
Poland,Netherlands,33660.03,101.67,0.83,23.87,0,29.21,9832.0948,45.29,53.28,52.14,51.13,78.51,0.464,0.322,0.268,0.401,59.98
United Kingdom,Nigeria,3.44,64.89,10.39,11.88,1,11.33,0.3898,47.63,42.89,28.01,36.11,46.91,0.451,0.433,0.442,0.266,30.18
Netherlands,Portugal,388.63,194.88,9.47,27.8,0,14.01,54.4471,56.65,60.09,47.97,59.69,56.66,0.716,0.543,0.997,0.946,49.13
India,Kenya,3789.98,296.84,11.43,25.96,0,23.73,899.3623,63.29,64.42,50.94,41.9,62.49,0.21,0.45,0.943,0.01,47.73
Spain,Egypt,85.91,207.3,4.96,23.36,1,4.66,4.0034,65.84,65.43,67.2,39.53,32.91,0.391,0.534,0.895,0.093,35.65
United Kingdom,Ethiopia,0.15,63.7,10.95,11.58,0,21.49,0.0322,29.38,39.1,36.14,45.57,58.55,0.955,0.866,0.475,0.604,30.81
Portugal,Colombia,8.47,7.2,1.88,1.92,1,7.82,0.6624,51.67,48.14,61.08,43.08,65.25,0.391,0.823,0.432,0.385,34.11
Canada,Philippines,7771.65,17.88,10.65,4.74,1,4.44,345.0613,86.13,52.27,54.07,39.36,42.12,0.165,0.207,0.462,0.344,51.23
United Kingdom,India,5.68,214.18,1.81,20.11,1,5.1,0.2897,62.22,44.18,28.03,43.96,45.71,0.391,0.078,0.217,0.034,34.25
United Arab Emirates,Belgium,3069.63,216.34,10.78,11.72,1,15.57,477.9414,28.83,33.28,46.41,37.26,52.61,0.063,0.959,0.044,0.513,51.5
South Africa,Nigeria,346969.72,121.54,5.25,6.97,0,9.34,32406.9718,43.23,51.76,18.26,52.82,64.71,0.599,0.983,0.171,0.959,67.71
Thailand,Singapore,21.1,192.43,10.63,9.54,1,5.25,1.1078,66.16,43.75,36.24,39.01,34.45,0.428,0.244,0.376,0.642,35.82
Argentina,Spain,0.87,98.67,9.49,1.19,1,8.24,0.0717,46.06,56.16,63.37,40.94,33.19,0.381,0.322,0.192,0.634,26.96
France,Brazil,1407.39,250.21,11.2,7.09,0,16.68,234.7527,33.57,57.72,70.37,50.35,55.8,0.36,0.378,0.156,0.954,49.59
Mexico,France,20512.01,276.85,7.22,4.58,0,16.59,3402.9425,53.04,26.71,37.0,57.11,23.59,0.491,0.926,0.641,0.588,66.25
Australia,Thailand,334893.65,52.9,9.2,28.71,1,12.83,42966.8553,71.08,57.61,62.46,64.63,43.11,0.645,0.261,0.952,0.842,71.16
Thailand,Philippines,8759.68,292.37,1.15,27.3,1,14.34,1256.1381,61.77,79.41,48.3,38.55,25.29,0.798,0.814,0.006,0.168,45.82
Vietnam,Belgium,82.77,90.06,5.29,5.29,0,9.95,8.2356,57.43,44.38,50.0,41.58,58.78,0.627,0.624,0.277,0.342,40.58
Canada,India,0.27,226.78,0.29,17.47,0,18.06,0.0488,57.91,61.47,68.93,34.54,41.84,0.817,0.941,0.33,0.1,22.21
Singapore,United States,1634.42,261.36,3.5,20.98,0,20.46,334.4023,56.42,62.92,35.63,49.27,76.26,0.326,0.444,0.428,0.931,48.55
Canada,Thailand,11.4,62.55,1.89,15.6,0,24.92,2.8409,55.69,49.05,35.73,68.49,20.27,0.66,0.089,0.903,0.766,44.88
Kenya,Australia,4553.39,277.21,7.68,14.76,1,15.98,727.6317,70.33,60.14,69.05,47.79,69.7,0.224,0.116,0.745,0.116,51.48
Thailand,India,14.98,179.07,2.44,11.64,1,11.87,1.7781,69.87,49.0,58.91,57.0,53.97,0.5,0.456,0.703,0.599,41.02
Australia,Saudi Arabia,950473.98,213.42,5.84,24.86,1,24.93,236953.1632,40.65,70.73,79.61,51.89,37.06,0.727,0.299,0.392,0.422,66.46
Philippines,Germany,495.35,88.5,8.42,5.85,1,12.44,61.6215,61.34,61.58,51.92,65.3,48.64,0.804,0.196,0.785,0.858,51.78
China,United Arab Emirates,0.47,292.38,2.32,1.57,1,20.61,0.0969,41.95,64.36,57.13,47.65,38.73,0.659,0.778,0.367,0.12,27.3
Portugal,Egypt,0.14,174.03,6.96,8.21,0,9.53,0.0133,56.87,53.71,34.28,61.6,55.57,0.556,0.536,0.714,0.79,34.28
Australia,Brazil,108149.4,210.09,0.26,13.42,1,7.73,8359.9486,37.9,58.26,57.81,57.86,44.59,0.0,0.301,0.445,0.577,65.05
Malaysia,Poland,375.09,207.94,8.02,1.34,0,12.49,46.8487,81.77,34.45,45.79,50.37,62.74,0.4,0.083,0.071,0.733,50.43
South Africa,Indonesia,882.05,196.09,6.23,4.92,0,24.69,217.7781,57.71,48.8,54.39,45.7,32.33,0.146,0.798,0.952,0.783,48.16
Switzerland,Ethiopia,0.47,107.93,6.95,8.46,1,19.05,0.0895,55.2,66.32,47.99,33.38,76.4,0.009,0.514,0.053,0.725,21.2
Turkey,Vietnam,8861.5,59.02,11.84,23.95,1,13.49,1195.4163,89.11,59.75,25.77,68.3,40.42,0.945,0.165,0.874,0.962,61.69
Singapore,Kenya,305.24,207.11,8.19,15.97,0,20.41,62.2995,81.13,70.43,71.05,54.33,58.77,0.609,0.607,0.225,0.075,44.22
United Arab Emirates,Mexico,294.14,55.29,11.64,10.14,0,26.27,77.2706,58.93,48.65,76.81,44.01,42.9,0.893,0.935,0.46,0.298,44.34
Brazil,Philippines,30.32,34.89,6.01,2.54,0,27.83,8.4381,40.79,57.27,59.77,50.51,32.16,0.439,0.14,0.111,0.285,38.72
Spain,United Kingdom,1.32,63.7,5.86,19.96,1,16.2,0.2138,49.14,70.64,57.79,50.25,24.17,0.793,0.126,0.83,0.43,28.41
Kenya,Netherlands,9.45,29.37,5.26,18.53,0,24.17,2.2841,73.17,67.88,49.69,46.28,31.91,0.591,0.634,0.929,0.426,31.73
United Arab Emirates,Thailand,70.97,95.4,7.67,6.94,1,5.13,3.6408,27.66,65.38,24.35,42.9,40.35,0.322,0.285,0.491,0.334,36.47
Ireland,Singapore,20.82,223.68,4.46,23.36,1,10.47,2.1799,33.34,66.18,45.99,37.5,26.2,0.099,0.942,0.534,0.154,30.69
Russia,Ireland,669704.32,269.0,5.49,21.52,1,14.94,100053.8254,53.71,44.75,69.57,57.93,24.74,0.397,0.685,0.384,0.779,73.06
Brazil,India,1.32,69.25,8.42,26.37,1,17.26,0.2278,52.23,34.93,60.39,40.69,70.16,0.133,0.873,0.116,0.649,31.73
Italy,France,421691.45,265.78,3.32,4.01,1,5.4,22771.3383,65.77,74.41,55.09,63.88,39.02,0.746,0.382,0.817,0.221,68.17
Philippines,Japan,132.55,220.29,5.32,4.45,1,9.11,12.0753,47.09,44.97,35.81,55.95,50.04,0.069,0.072,0.527,0.727,47.56
Thailand,United States,0.59,9.0,10.0,28.04,0,7.09,0.0418,33.51,65.36,43.59,39.29,39.93,0.563,0.444,0.692,0.627,23.99
Canada,Poland,11.94,155.91,10.07,4.26,0,15.68,1.8722,40.86,65.14,12.76,70.95,24.28,0.956,0.357,0.896,0.605,42.76
Brazil,Mexico,1.13,201.85,3.76,24.53,1,6.6,0.0746,44.01,87.74,35.25,48.16,44.35,0.447,0.797,0.727,0.145,23.91
Thailand,Malaysia,17.19,130.03,8.38,12.42,1,26.6,4.5725,65.62,42.32,62.39,49.14,12.79,0.811,0.219,0.362,0.474,39.59
Malaysia,Indonesia,87349.51,260.7,9.86,8.84,0,18.79,16412.9729,56.89,44.09,59.25,38.08,36.58,0.054,0.106,0.147,0.141,59.36
Vietnam,Japan,22799.43,143.58,1.85,15.82,1,17.64,4021.8195,43.06,37.85,30.43,56.25,27.79,0.948,0.454,0.227,0.931,63.98
Thailand,Singapore,15920.0,123.12,0.86,11.77,0,16.71,2660.232,63.47,42.91,45.74,44.59,49.69,0.028,0.282,0.309,0.552,57.27
Saudi Arabia,France,686502.35,171.62,6.85,23.71,0,7.33,50320.6223,71.22,54.14,36.15,60.45,8.29,0.897,0.504,0.477,0.869,72.26
Colombia,France,157190.79,32.52,8.68,26.53,0,9.03,14194.3283,76.26,64.42,52.39,39.73,69.07,0.891,0.774,0.152,0.628,57.65
Japan,Switzerland,676.01,290.84,9.42,2.62,0,9.24,62.4633,38.21,55.4,70.02,51.54,52.38,0.924,0.94,0.409,0.62,48.41
Portugal,Italy,41.28,206.25,6.17,7.88,0,21.1,8.7101,64.21,39.08,28.3,54.63,77.02,0.094,0.466,0.732,0.917,44.88
South Africa,Philippines,20.0,98.6,11.96,14.59,1,15.46,3.092,59.17,56.46,79.5,34.7,15.52,0.213,0.211,0.176,0.142,31.4
Argentina,Vietnam,471.46,202.55,3.26,24.92,0,15.71,74.0664,53.77,76.32,60.48,55.8,81.6,0.823,0.561,0.145,0.664,44.89
Italy,India,1.13,140.3,1.94,25.93,0,21.85,0.2469,69.2,75.02,31.62,47.18,50.8,0.696,0.774,0.68,0.955,26.06
Switzerland,Portugal,54120.35,41.8,6.09,29.97,1,10.98,5942.4144,64.92,35.16,53.73,71.73,38.78,0.689,0.437,0.995,0.806,73.22
Vietnam,Canada,298.42,226.76,11.14,2.99,1,18.86,56.282,61.94,68.21,50.89,61.76,48.87,0.908,0.645,0.508,0.268,47.57
Vietnam,Turkey,0.11,273.17,0.59,0.79,1,10.42,0.0115,46.87,54.96,40.21,33.99,55.88,0.429,0.939,0.158,0.231,22.91
Australia,Philippines,79655.37,190.06,3.27,16.59,1,6.6,5257.2544,59.79,46.27,41.66,53.36,58.55,0.632,0.358,0.245,0.78,64.76
United Arab Emirates,Saudi Arabia,0.38,47.41,0.47,29.54,0,28.18,0.1071,25.8,49.85,41.37,45.33,43.75,0.487,0.626,0.451,0.161,29.09
United Kingdom,Australia,678283.29,298.15,5.91,18.42,0,23.54,159667.8865,44.47,39.77,24.63,46.06,46.7,0.728,0.94,0.551,0.294,69.35
Portugal,Philippines,286046.53,78.78,2.53,25.38,1,3.94,11270.2333,56.39,52.16,23.17,69.38,54.1,0.383,0.2,0.889,0.958,73.7
Belgium,Malaysia,61.4,38.82,9.75,12.88,0,6.82,4.1875,64.25,31.09,71.62,50.54,44.25,0.386,0.602,0.883,0.86,45.97
Vietnam,Mexico,16.77,99.44,2.53,24.08,1,11.56,1.9386,45.2,37.74,32.22,26.07,43.16,0.131,0.967,0.016,0.47,31.21
Switzerland,Saudi Arabia,16.61,107.02,1.14,23.24,1,10.31,1.7125,69.99,47.21,5.54,45.08,84.46,0.323,0.688,0.369,0.903,36.9
United Arab Emirates,Russia,152487.91,17.71,0.77,9.13,1,16.97,25877.1983,47.58,51.84,72.96,64.0,27.32,0.447,0.122,0.322,0.731,69.79
Netherlands,France,29.58,251.48,3.06,19.41,0,6.88,2.0351,51.33,53.6,51.23,53.46,58.76,0.944,0.709,0.917,0.386,40.57
South Africa,Philippines,2.07,86.96,2.14,9.21,0,26.9,0.5568,66.39,37.63,45.63,37.01,28.89,0.151,0.502,0.649,0.732,30.53
Philippines,Brazil,1439.94,161.22,6.02,13.01,0,28.97,417.1506,19.25,31.49,40.07,41.83,49.27,0.734,0.88,0.288,0.596,51.49
Portugal,Kenya,14915.41,256.51,8.32,5.11,0,13.3,1983.7495,72.5,54.31,35.57,48.15,30.05,0.474,0.001,0.68,0.291,56.22
Japan,Canada,0.5,242.15,4.16,14.72,1,5.77,0.0288,35.93,74.09,53.25,51.4,65.85,0.686,0.728,0.142,0.498,26.92
Mexico,Indonesia,2.78,31.34,11.06,11.33,0,26.93,0.7487,70.82,69.07,53.85,57.51,68.36,0.309,0.041,0.455,0.968,33.04
India,Ethiopia,309479.02,48.4,8.23,15.7,1,14.91,46143.3219,51.75,26.93,42.62,47.89,32.56,0.001,0.251,0.769,0.155,70.37
South Africa,Mexico,1249.03,28.81,2.78,14.2,1,19.21,239.9387,60.69,62.7,59.97,51.55,40.53,0.768,0.25,0.927,0.461,48.73
Mexico,Canada,0.93,135.36,3.9,28.05,1,12.0,0.1116,35.75,69.06,32.39,37.5,71.75,0.127,0.543,0.403,0.006,23.09
Colombia,United Arab Emirates,0.39,84.7,11.84,3.21,0,19.14,0.0746,60.29,63.95,54.92,64.04,36.26,0.895,0.64,0.806,0.624,33.78
Japan,Australia,435.27,77.93,1.42,0.74,1,22.66,98.6322,39.03,52.33,30.49,46.97,25.98,0.022,0.142,0.2,0.48,45.92
Ethiopia,Indonesia,4719.52,120.4,8.43,3.22,1,5.18,244.4711,33.79,51.92,46.2,50.83,61.6,0.882,0.458,0.211,0.903,54.44
Brazil,Japan,29.04,217.17,4.2,21.46,0,24.07,6.9899,58.39,58.43,70.95,50.34,17.86,0.129,0.324,0.045,0.852,38.3
Canada,Ethiopia,346447.44,145.54,9.17,29.44,0,27.02,93610.0983,72.57,44.47,44.49,36.69,42.67,0.029,0.174,0.556,0.196,62.71
Egypt,South Africa,15670.3,133.05,6.44,23.7,0,20.73,3248.4532,60.47,50.12,55.18,56.9,26.17,0.642,0.496,0.618,0.559,60.7
Mexico,Thailand,131171.15,172.9,1.7,15.52,0,10.76,14114.0157,44.69,61.35,63.52,42.73,50.28,0.575,0.853,0.698,0.111,58.94
Russia,United States,0.17,129.31,2.57,26.64,0,18.68,0.0318,79.64,64.6,50.24,51.14,7.24,0.981,0.95,0.947,0.271,27.99
Portugal,Egypt,3567.46,132.3,3.78,25.5,0,6.38,227.6039,73.57,61.03,60.44,57.56,10.33,0.427,0.138,0.194,0.437,54.5
India,Egypt,77.89,227.01,9.73,16.09,0,5.37,4.1827,58.27,33.11,34.61,47.68,70.85,0.479,0.122,0.735,0.357,45.1
Switzerland,Indonesia,28937.36,91.34,7.91,15.81,1,15.57,4505.547,35.86,68.66,42.74,45.18,39.25,0.123,0.725,0.764,0.953,54.08
Saudi Arabia,Thailand,12.67,289.7,0.9,25.64,1,19.93,2.5251,29.04,35.87,29.3,65.08,45.39,0.893,0.923,0.341,0.829,46.43
United Arab Emirates,Canada,746.55,285.98,11.2,8.62,1,18.15,135.4988,69.68,61.77,58.88,44.15,40.13,0.771,0.296,0.251,0.653,44.46
Switzerland,Italy,71121.12,255.04,5.44,0.52,0,29.15,20731.8065,56.27,48.79,29.18,26.17,39.76,0.276,0.869,0.05,0.114,53.06
Argentina,Italy,0.2,216.62,0.92,21.44,1,2.75,0.0055,77.04,27.17,25.24,36.51,95.08,0.829,0.681,0.607,0.36,29.7
Indonesia,Kenya,395691.62,91.75,0.57,11.05,1,14.87,58839.3439,53.28,58.22,36.2,52.03,68.42,0.726,0.381,0.225,0.503,66.48
Vietnam,Poland,13530.68,255.04,6.43,1.54,1,12.07,1633.1531,42.62,68.4,61.68,30.75,55.89,0.445,0.958,0.362,0.484,46.16
Egypt,Singapore,302008.13,77.26,10.93,20.22,0,24.9,75200.0244,36.04,49.85,26.17,45.78,28.33,0.419,0.766,0.834,0.024,64.88
Portugal,Belgium,269377.32,271.76,4.38,12.07,0,7.98,21496.3101,81.62,58.97,41.06,61.99,56.31,0.835,0.289,0.916,0.937,69.2
Indonesia,Colombia,45.25,134.38,6.2,17.64,0,17.33,7.8418,42.73,60.3,58.73,44.59,33.48,0.882,0.731,0.347,0.166,36.88
Egypt,China,10.46,275.72,11.87,22.6,0,8.53,0.8922,64.01,67.19,29.21,41.51,74.04,0.203,0.942,0.295,0.11,30.23
Argentina,Mexico,283.65,30.62,1.81,8.35,0,25.09,71.1678,41.23,51.83,49.63,54.71,84.88,0.038,0.1,0.838,0.626,47.88
Turkey,Singapore,1271.76,262.27,2.8,5.87,1,23.45,298.2277,46.44,71.36,26.98,47.08,21.01,0.178,0.418,0.484,0.657,45.26
Egypt,Netherlands,4740.57,149.62,7.63,17.94,1,8.9,421.9107,88.71,39.72,63.4,64.67,26.1,0.398,0.128,0.687,0.029,62.43
Vietnam,United Arab Emirates,862.58,100.34,8.16,12.34,1,9.04,77.9772,32.77,48.52,47.17,51.97,37.2,0.968,0.611,0.379,0.78,50.66
Ireland,Germany,3841.68,158.0,4.47,5.95,0,14.89,572.0262,45.08,37.34,67.61,30.16,80.1,0.501,0.791,0.688,0.034,48.49
Thailand,Philippines,0.83,223.46,3.39,2.55,0,22.59,0.1875,54.86,54.82,77.43,43.31,38.39,0.425,0.743,0.576,0.377,28.11
